cpus=4
 inference_drive-203126 [002] 22650.252550: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252557: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252566: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252573: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252582: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252588: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252597: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252604: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252613: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252620: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252628: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252635: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252643: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252649: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252658: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252664: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252673: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252679: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252688: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252694: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252703: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252709: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252717: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252724: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252733: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252740: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252748: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252755: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252764: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252770: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252780: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252786: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252847: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252855: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252867: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252874: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252883: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252889: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252898: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252905: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252913: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252920: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252930: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252937: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252945: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252952: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252962: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252969: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252978: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.252985: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.252995: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253001: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253012: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253018: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253028: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253035: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253045: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253052: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253061: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253068: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253078: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253085: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253094: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253101: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253111: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253118: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253127: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253134: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253143: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253149: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253159: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253166: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253175: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253182: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253192: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253198: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253208: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253214: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253223: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253230: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253239: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253245: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253255: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253261: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253271: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253277: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253287: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253294: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253303: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253309: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253319: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253326: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253336: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253343: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253352: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253358: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253367: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253374: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253384: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253391: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253400: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253406: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253415: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253422: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253431: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253437: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253447: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253454: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253463: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253470: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253479: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253486: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253495: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253502: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253511: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253517: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253526: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253533: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253542: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253549: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253558: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253565: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253575: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253582: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253591: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253597: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253606: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253613: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253622: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253628: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253637: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253644: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253653: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253660: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253669: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253675: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253685: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253691: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253700: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253707: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253716: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253722: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253729: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253734: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253740: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292520
 inference_drive-203126 [002] 22650.253745: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.253757: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x80337609, arg: 0xfffff5292598
 inference_drive-203126 [002] 22650.253758: sys_exit_ioctl:       0x2935
 inference_drive-203126 [002] 22650.254069: sys_enter_ioctl:      fd: 0x00000005, cmd: 0xc0287604, arg: 0xfffff5291718
 inference_drive-203126 [002] 22650.257088: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.257096: sys_enter_ioctl:      fd: 0x00000005, cmd: 0xc01b7607, arg: 0xfffff5291ae0
 inference_drive-203126 [002] 22650.257210: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.257212: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x80337609, arg: 0xfffff5291e58
 inference_drive-203126 [002] 22650.257235: sys_exit_ioctl:       0x22b4
 inference_drive-203126 [002] 22650.257277: sys_enter_ioctl:      fd: 0x00000005, cmd: 0xc0287604, arg: 0xfffff5291718
 inference_drive-203126 [002] 22650.260083: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260090: sys_enter_ioctl:      fd: 0x00000005, cmd: 0xc01b7607, arg: 0xfffff5291ae0
 inference_drive-203126 [002] 22650.260175: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260178: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x80337609, arg: 0xfffff5291e58
 inference_drive-203126 [002] 22650.260199: sys_exit_ioctl:       0x2173
 inference_drive-203126 [002] 22650.260229: sys_enter_ioctl:      fd: 0x00000005, cmd: 0xc5f86e00, arg: 0xfffff5290b60
          <idle>-0     [000] 22650.260298: irq_handler_entry:    irq=188 name=hailo
 inference_drive-203126 [002] 22650.260321: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260332: sys_enter_ioctl:      fd: 0x00000005, cmd: 0xc01b7607, arg: 0xfffff5291400
 inference_drive-203126 [002] 22650.260361: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260363: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x80337609, arg: 0xfffff5291778
 inference_drive-203126 [002] 22650.260365: sys_exit_ioctl:       0xc5
 inference_drive-203126 [002] 22650.260368: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x80337609, arg: 0xfffff5291ac8
 inference_drive-203126 [002] 22650.260369: sys_exit_ioctl:       0xc4
 inference_drive-203126 [002] 22650.260370: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x80087608, arg: 0xfffff5291ba0
 inference_drive-203126 [002] 22650.260378: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260387: sys_enter_ioctl:      fd: 0x00000005, cmd: 0xc01b7607, arg: 0xfffff5291400
 inference_drive-203126 [002] 22650.260412: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260413: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x80337609, arg: 0xfffff5291778
 inference_drive-203126 [002] 22650.260414: sys_exit_ioctl:       0x32
 inference_drive-203126 [002] 22650.260416: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x80337609, arg: 0xfffff5291ac8
 inference_drive-203126 [002] 22650.260416: sys_exit_ioctl:       0x31
 inference_drive-203126 [002] 22650.260417: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x80087608, arg: 0xfffff5291ba0
 inference_drive-203126 [002] 22650.260420: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260505: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260509: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260516: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260519: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260525: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260528: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260568: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260573: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260579: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260583: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260591: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260596: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260601: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260605: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260610: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260613: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260621: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260625: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260634: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260638: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260647: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260652: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260661: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260666: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260675: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260679: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260694: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260699: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260707: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260710: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260720: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260725: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260731: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260735: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260745: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260750: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260756: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260759: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260766: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260769: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260778: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260782: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260791: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260806: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260817: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260821: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260831: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260836: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260846: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260851: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260860: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260865: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260874: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260879: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260888: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260893: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260901: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260906: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260916: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260921: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260930: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260935: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260942: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260947: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260954: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260958: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260965: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260970: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260977: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260981: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.260989: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.260994: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.261000: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.261004: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.261013: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.261017: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.261025: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.261030: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.261036: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.261041: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.261049: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.261054: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.261060: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.261064: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.261071: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.261075: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.261082: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.261087: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.261094: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.261099: sys_exit_ioctl:       0x0
 inference_drive-203126 [002] 22650.261105: sys_enter_ioctl:      fd: 0x00000005, cmd: 0x801c7606, arg: 0xfffff5292470
 inference_drive-203126 [002] 22650.261109: sys_exit_ioctl:       0x0
